RHEA_ID	Name
RHEA:34181	D-glucuronate + H(+) + mycophenolate => H2O + mycophenolic acid O-acyl-glucuronide
RHEA:34182	H2O + mycophenolic acid O-acyl-glucuronide <=> D-glucuronate + H(+) + mycophenolate
RHEA:34183	alpha-D-mannosyl-(1->4)-alpha-L-rhamnosyl-(1->3)-beta-D-galactosyl-1-diphosphodecaprenol + CDP-alpha-D-abequose = alpha-D-Abe-(1->3)-alpha-D-Man-(1->4)-alpha-L-Rha-(1->3)-beta-D-Gal-1-diphosphodecaprenol + CDP + H(+)
RHEA:34184	alpha-D-mannosyl-(1->4)-alpha-L-rhamnosyl-(1->3)-beta-D-galactosyl-1-diphosphodecaprenol + CDP-alpha-D-abequose => alpha-D-Abe-(1->3)-alpha-D-Man-(1->4)-alpha-L-Rha-(1->3)-beta-D-Gal-1-diphosphodecaprenol + CDP + H(+)
RHEA:34185	alpha-D-Abe-(1->3)-alpha-D-Man-(1->4)-alpha-L-Rha-(1->3)-beta-D-Gal-1-diphosphodecaprenol + CDP + H(+) => alpha-D-mannosyl-(1->4)-alpha-L-rhamnosyl-(1->3)-beta-D-galactosyl-1-diphosphodecaprenol + CDP-alpha-D-abequose
RHEA:34186	alpha-D-mannosyl-(1->4)-alpha-L-rhamnosyl-(1->3)-beta-D-galactosyl-1-diphosphodecaprenol + CDP-alpha-D-abequose <=> alpha-D-Abe-(1->3)-alpha-D-Man-(1->4)-alpha-L-Rha-(1->3)-beta-D-Gal-1-diphosphodecaprenol + CDP + H(+)
RHEA:34187	(2Z,4E)-2-hydroxy-6-oxonona-2,4-dienedioate + H2O = (2Z)-2-hydroxypenta-2,4-dienoate + H(+) + succinate
RHEA:34188	(2Z,4E)-2-hydroxy-6-oxonona-2,4-dienedioate + H2O => (2Z)-2-hydroxypenta-2,4-dienoate + H(+) + succinate
RHEA:34189	(2Z)-2-hydroxypenta-2,4-dienoate + H(+) + succinate => (2Z,4E)-2-hydroxy-6-oxonona-2,4-dienedioate + H2O
RHEA:34190	(2Z,4E)-2-hydroxy-6-oxonona-2,4-dienedioate + H2O <=> (2Z)-2-hydroxypenta-2,4-dienoate + H(+) + succinate
RHEA:34191	(2Z,4E,7E)-2-hydroxy-6-oxonona-2,4,7-trienedioate + H2O = (2Z)-2-hydroxypenta-2,4-dienoate + fumarate + H(+)
RHEA:34192	(2Z,4E,7E)-2-hydroxy-6-oxonona-2,4,7-trienedioate + H2O => (2Z)-2-hydroxypenta-2,4-dienoate + fumarate + H(+)
RHEA:34193	(2Z)-2-hydroxypenta-2,4-dienoate + fumarate + H(+) => (2Z,4E,7E)-2-hydroxy-6-oxonona-2,4,7-trienedioate + H2O
RHEA:34194	(2Z,4E,7E)-2-hydroxy-6-oxonona-2,4,7-trienedioate + H2O <=> (2Z)-2-hydroxypenta-2,4-dienoate + fumarate + H(+)
RHEA:34195	2 2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + 2 H(+) + O2 = 2 aureusidin 6-O-beta-glucoside + 2 H2O
RHEA:34196	2 2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + 2 H(+) + O2 => 2 aureusidin 6-O-beta-glucoside + 2 H2O
RHEA:34197	2 aureusidin 6-O-beta-glucoside + 2 H2O => 2 2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + 2 H(+) + O2
RHEA:34198	2 2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + 2 H(+) + O2 <=> 2 aureusidin 6-O-beta-glucoside + 2 H2O
RHEA:34199	2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + H(+) + O2 = bracteatin 6-O-beta-glucoside + H2O
RHEA:34200	2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + H(+) + O2 => bracteatin 6-O-beta-glucoside + H2O
RHEA:34201	bracteatin 6-O-beta-glucoside + H2O => 2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + H(+) + O2
RHEA:34202	2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + H(+) + O2 <=> bracteatin 6-O-beta-glucoside + H2O
RHEA:34203	2',4,4',6'-tetrahydroxychalcone 4'-O-beta-D-glucoside + H(+) + O2 = aureusidin 6-O-beta-glucoside + H2O
RHEA:34204	2',4,4',6'-tetrahydroxychalcone 4'-O-beta-D-glucoside + H(+) + O2 => aureusidin 6-O-beta-glucoside + H2O
RHEA:34205	aureusidin 6-O-beta-glucoside + H2O => 2',4,4',6'-tetrahydroxychalcone 4'-O-beta-D-glucoside + H(+) + O2
RHEA:34206	2',4,4',6'-tetrahydroxychalcone 4'-O-beta-D-glucoside + H(+) + O2 <=> aureusidin 6-O-beta-glucoside + H2O
RHEA:34207	3-O-alpha-D-glucopyranosyl-L-rhamnose + phosphate = beta-D-glucose 1-phosphate + L-rhamnopyranose
RHEA:34208	3-O-alpha-D-glucopyranosyl-L-rhamnose + phosphate => beta-D-glucose 1-phosphate + L-rhamnopyranose
RHEA:34209	beta-D-glucose 1-phosphate + L-rhamnopyranose => 3-O-alpha-D-glucopyranosyl-L-rhamnose + phosphate
RHEA:34210	3-O-alpha-D-glucopyranosyl-L-rhamnose + phosphate <=> beta-D-glucose 1-phosphate + L-rhamnopyranose
RHEA:34211	ecgonine methyl ester + NADP(+) = ecgonone methyl ester + H(+) + NADPH
RHEA:34212	ecgonine methyl ester + NADP(+) => ecgonone methyl ester + H(+) + NADPH
RHEA:34213	ecgonone methyl ester + H(+) + NADPH => ecgonine methyl ester + NADP(+)
RHEA:34214	ecgonine methyl ester + NADP(+) <=> ecgonone methyl ester + H(+) + NADPH
RHEA:34215	4-oxo-4-(pyridin-3-yl)butanal + H2O + NADP(+) = 4-oxo-4-(pyridin-3-yl)butanoate + 2 H(+) + NADPH
RHEA:34216	4-oxo-4-(pyridin-3-yl)butanal + H2O + NADP(+) => 4-oxo-4-(pyridin-3-yl)butanoate + 2 H(+) + NADPH
RHEA:34217	4-oxo-4-(pyridin-3-yl)butanoate + 2 H(+) + NADPH => 4-oxo-4-(pyridin-3-yl)butanal + H2O + NADP(+)
RHEA:34218	4-oxo-4-(pyridin-3-yl)butanal + H2O + NADP(+) <=> 4-oxo-4-(pyridin-3-yl)butanoate + 2 H(+) + NADPH
RHEA:34219	(2Z,4E)-2-hydroxy-6-oxohexa-2,4-dienoate + H2O + NAD(+) = (2Z,4E)-2-hydroxyhexa-2,4-dienedioate + 2 H(+) + NADH
RHEA:34220	(2Z,4E)-2-hydroxy-6-oxohexa-2,4-dienoate + H2O + NAD(+) => (2Z,4E)-2-hydroxyhexa-2,4-dienedioate + 2 H(+) + NADH
RHEA:34221	(2Z,4E)-2-hydroxyhexa-2,4-dienedioate + 2 H(+) + NADH => (2Z,4E)-2-hydroxy-6-oxohexa-2,4-dienoate + H2O + NAD(+)
RHEA:34222	(2Z,4E)-2-hydroxy-6-oxohexa-2,4-dienoate + H2O + NAD(+) <=> (2Z,4E)-2-hydroxyhexa-2,4-dienedioate + 2 H(+) + NADH
RHEA:34223	6-hydroxypseudooxynicotine + A + H2O = 2,6-dihydroxypseudooxynicotine + AH2
RHEA:34224	6-hydroxypseudooxynicotine + A + H2O => 2,6-dihydroxypseudooxynicotine + AH2
RHEA:34225	2,6-dihydroxypseudooxynicotine + AH2 => 6-hydroxypseudooxynicotine + A + H2O
RHEA:34226	6-hydroxypseudooxynicotine + A + H2O <=> 2,6-dihydroxypseudooxynicotine + AH2
RHEA:34227	5-nitrosalicylate + O2 = 2-oxo-3-(5-oxofuran-2-ylidene)propanoate + H(+) + nitrite
RHEA:34228	5-nitrosalicylate + O2 => 2-oxo-3-(5-oxofuran-2-ylidene)propanoate + H(+) + nitrite
RHEA:34229	2-oxo-3-(5-oxofuran-2-ylidene)propanoate + H(+) + nitrite => 5-nitrosalicylate + O2
RHEA:34230	5-nitrosalicylate + O2 <=> 2-oxo-3-(5-oxofuran-2-ylidene)propanoate + H(+) + nitrite
RHEA:34231	5-nitrosalicylate + O2 = 4-nitro-6-oxohepta-2,4-dienedioate + H(+)
RHEA:34232	5-nitrosalicylate + O2 => 4-nitro-6-oxohepta-2,4-dienedioate + H(+)
RHEA:34233	4-nitro-6-oxohepta-2,4-dienedioate + H(+) => 5-nitrosalicylate + O2
RHEA:34234	5-nitrosalicylate + O2 <=> 4-nitro-6-oxohepta-2,4-dienedioate + H(+)
RHEA:34235	4-nitro-6-oxohepta-2,4-dienedioate = 2-oxo-3-(5-oxofuran-2-ylidene)propanoate + nitrite
RHEA:34236	4-nitro-6-oxohepta-2,4-dienedioate => 2-oxo-3-(5-oxofuran-2-ylidene)propanoate + nitrite
RHEA:34237	2-oxo-3-(5-oxofuran-2-ylidene)propanoate + nitrite => 4-nitro-6-oxohepta-2,4-dienedioate
RHEA:34238	4-nitro-6-oxohepta-2,4-dienedioate <=> 2-oxo-3-(5-oxofuran-2-ylidene)propanoate + nitrite
RHEA:34239	L-glutamate = 3-aminopentanedioate
RHEA:34240	L-glutamate => 3-aminopentanedioate
RHEA:34241	3-aminopentanedioate => L-glutamate
RHEA:34242	L-glutamate <=> 3-aminopentanedioate
RHEA:34243	GTP + H(+) + Mo-molybdopterin = diphosphate + Mo-molybdopterin guanine dinucleotide
RHEA:34244	GTP + H(+) + Mo-molybdopterin => diphosphate + Mo-molybdopterin guanine dinucleotide
RHEA:34245	diphosphate + Mo-molybdopterin guanine dinucleotide => GTP + H(+) + Mo-molybdopterin
RHEA:34246	GTP + H(+) + Mo-molybdopterin <=> diphosphate + Mo-molybdopterin guanine dinucleotide
RHEA:34247	1-deoxymethyl-sphinganine + NADP(+) = 1-deoxymethyl-3-dehydrosphinganine + H(+) + NADPH
RHEA:34248	1-deoxymethyl-sphinganine + NADP(+) => 1-deoxymethyl-3-dehydrosphinganine + H(+) + NADPH
RHEA:34249	1-deoxymethyl-3-dehydrosphinganine + H(+) + NADPH => 1-deoxymethyl-sphinganine + NADP(+)
RHEA:34250	1-deoxymethyl-sphinganine + NADP(+) <=> 1-deoxymethyl-3-dehydrosphinganine + H(+) + NADPH
RHEA:34251	1-deoxysphinganine + NADP(+) = 1-deoxy-3-dehydrosphinganine + H(+) + NADPH
RHEA:34252	1-deoxysphinganine + NADP(+) => 1-deoxy-3-dehydrosphinganine + H(+) + NADPH
RHEA:34253	1-deoxy-3-dehydrosphinganine + H(+) + NADPH => 1-deoxysphinganine + NADP(+)
RHEA:34254	1-deoxysphinganine + NADP(+) <=> 1-deoxy-3-dehydrosphinganine + H(+) + NADPH
RHEA:34255	sporulenol = H2O + tetraprenyl-beta-curcumene
RHEA:34256	sporulenol => H2O + tetraprenyl-beta-curcumene
RHEA:34257	H2O + tetraprenyl-beta-curcumene => sporulenol
RHEA:34258	sporulenol <=> H2O + tetraprenyl-beta-curcumene
RHEA:34259	(+)-larreatricin + AH2 + O2 = (+)-3'-hydroxylarreatricin + A + H2O
RHEA:34260	(+)-larreatricin + AH2 + O2 => (+)-3'-hydroxylarreatricin + A + H2O
RHEA:34261	(+)-3'-hydroxylarreatricin + A + H2O => (+)-larreatricin + AH2 + O2
RHEA:34262	(+)-larreatricin + AH2 + O2 <=> (+)-3'-hydroxylarreatricin + A + H2O
RHEA:34263	dimethylallyl diphosphate + fumigaclavine A = diphosphate + fumigaclavine C
RHEA:34264	dimethylallyl diphosphate + fumigaclavine A => diphosphate + fumigaclavine C
RHEA:34265	diphosphate + fumigaclavine C => dimethylallyl diphosphate + fumigaclavine A
RHEA:34266	dimethylallyl diphosphate + fumigaclavine A <=> diphosphate + fumigaclavine C
RHEA:34267	acetyl-CoA + fumigaclavine B = CoA + fumigaclavine A
RHEA:34268	acetyl-CoA + fumigaclavine B => CoA + fumigaclavine A
RHEA:34269	CoA + fumigaclavine A => acetyl-CoA + fumigaclavine B
RHEA:34270	acetyl-CoA + fumigaclavine B <=> CoA + fumigaclavine A
RHEA:34271	2-nitroimidazole + H2O = 1,3-dihydro-2H-imidazol-2-one + H(+) + nitrite
RHEA:34272	2-nitroimidazole + H2O => 1,3-dihydro-2H-imidazol-2-one + H(+) + nitrite
RHEA:34273	1,3-dihydro-2H-imidazol-2-one + H(+) + nitrite => 2-nitroimidazole + H2O
RHEA:34274	2-nitroimidazole + H2O <=> 1,3-dihydro-2H-imidazol-2-one + H(+) + nitrite
RHEA:34275	2-deoxy-scyllo-inosamine + S-adenosyl-L-methionine = 3-amino-2,3-dideoxy-scyllo-inosose + 5'-deoxyadenosine + H(+) + L-methionine
RHEA:34276	2-deoxy-scyllo-inosamine + S-adenosyl-L-methionine => 3-amino-2,3-dideoxy-scyllo-inosose + 5'-deoxyadenosine + H(+) + L-methionine
RHEA:34277	3-amino-2,3-dideoxy-scyllo-inosose + 5'-deoxyadenosine + H(+) + L-methionine => 2-deoxy-scyllo-inosamine + S-adenosyl-L-methionine
RHEA:34278	2-deoxy-scyllo-inosamine + S-adenosyl-L-methionine <=> 3-amino-2,3-dideoxy-scyllo-inosose + 5'-deoxyadenosine + H(+) + L-methionine
RHEA:34279	di-trans,poly-cis-dolichol + NADP(+) = di-trans,cis-polyprenol + H(+) + NADPH
RHEA:34280	di-trans,poly-cis-dolichol + NADP(+) => di-trans,cis-polyprenol + H(+) + NADPH
RHEA:34281	di-trans,cis-polyprenol + H(+) + NADPH => di-trans,poly-cis-dolichol + NADP(+)
RHEA:34282	di-trans,poly-cis-dolichol + NADP(+) <=> di-trans,cis-polyprenol + H(+) + NADPH
RHEA:34283	2 L-tyrosine + O2 = 2 L-dopa
RHEA:34284	2 L-tyrosine + O2 => 2 L-dopa
RHEA:34285	2 L-dopa => 2 L-tyrosine + O2
RHEA:34286	2 L-tyrosine + O2 <=> 2 L-dopa
RHEA:34287	2 L-dopa + O2 = 2 H2O + 2 L-dopaquinone
RHEA:34288	2 L-dopa + O2 => 2 H2O + 2 L-dopaquinone
RHEA:34289	2 H2O + 2 L-dopaquinone => 2 L-dopa + O2
RHEA:34290	2 L-dopa + O2 <=> 2 H2O + 2 L-dopaquinone
RHEA:34291	2',4,4',6'-tetrahydroxychalcone + UDP-alpha-D-glucose = 2',4,4',6'-tetrahydroxychalcone 4'-O-beta-D-glucoside + H(+) + UDP
RHEA:34292	2',4,4',6'-tetrahydroxychalcone + UDP-alpha-D-glucose => 2',4,4',6'-tetrahydroxychalcone 4'-O-beta-D-glucoside + H(+) + UDP
RHEA:34293	2',4,4',6'-tetrahydroxychalcone 4'-O-beta-D-glucoside + H(+) + UDP => 2',4,4',6'-tetrahydroxychalcone + UDP-alpha-D-glucose
RHEA:34294	2',4,4',6'-tetrahydroxychalcone + UDP-alpha-D-glucose <=> 2',4,4',6'-tetrahydroxychalcone 4'-O-beta-D-glucoside + H(+) + UDP
RHEA:34295	2',3,4,4',6'-pentahydroxychalcone + UDP-alpha-D-glucose = 2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + H(+) + UDP
RHEA:34296	2',3,4,4',6'-pentahydroxychalcone + UDP-alpha-D-glucose => 2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + H(+) + UDP
RHEA:34297	2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + H(+) + UDP => 2',3,4,4',6'-pentahydroxychalcone + UDP-alpha-D-glucose
RHEA:34298	2',3,4,4',6'-pentahydroxychalcone + UDP-alpha-D-glucose <=> 2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + H(+) + UDP
RHEA:34299	2'-deamino-2'-hydroxyneamine + 2-oxoglutarate = 2'-deamino-2'-hydroxy-6'-dehydroparomamine + L-glutamate
RHEA:34300	2'-deamino-2'-hydroxyneamine + 2-oxoglutarate => 2'-deamino-2'-hydroxy-6'-dehydroparomamine + L-glutamate
RHEA:34301	2'-deamino-2'-hydroxy-6'-dehydroparomamine + L-glutamate => 2'-deamino-2'-hydroxyneamine + 2-oxoglutarate
RHEA:34302	2'-deamino-2'-hydroxyneamine + 2-oxoglutarate <=> 2'-deamino-2'-hydroxy-6'-dehydroparomamine + L-glutamate
RHEA:34303	L-lysine = L-pipecolate + NH4(+)
RHEA:34304	L-lysine => L-pipecolate + NH4(+)
RHEA:34305	L-pipecolate + NH4(+) => L-lysine
RHEA:34306	L-lysine <=> L-pipecolate + NH4(+)
RHEA:34307	4-nitrocatechol + NADPH + O2 = 2-hydroxy-1,4-benzoquinone + H2O + NADP(+) + nitrite
RHEA:34308	4-nitrocatechol + NADPH + O2 => 2-hydroxy-1,4-benzoquinone + H2O + NADP(+) + nitrite
RHEA:34309	2-hydroxy-1,4-benzoquinone + H2O + NADP(+) + nitrite => 4-nitrocatechol + NADPH + O2
RHEA:34310	4-nitrocatechol + NADPH + O2 <=> 2-hydroxy-1,4-benzoquinone + H2O + NADP(+) + nitrite
RHEA:34311	4-nitrocatechol + NADH + O2 = 2-hydroxy-1,4-benzoquinone + H2O + NAD(+) + nitrite
RHEA:34312	4-nitrocatechol + NADH + O2 => 2-hydroxy-1,4-benzoquinone + H2O + NAD(+) + nitrite
RHEA:34313	2-hydroxy-1,4-benzoquinone + H2O + NAD(+) + nitrite => 4-nitrocatechol + NADH + O2
RHEA:34314	4-nitrocatechol + NADH + O2 <=> 2-hydroxy-1,4-benzoquinone + H2O + NAD(+) + nitrite
RHEA:34315	AH2 + all-trans-beta-carotene + O2 = A + beta-carotene 15,15' epoxide + H2O
RHEA:34316	AH2 + all-trans-beta-carotene + O2 => A + beta-carotene 15,15' epoxide + H2O
RHEA:34317	A + beta-carotene 15,15' epoxide + H2O => AH2 + all-trans-beta-carotene + O2
RHEA:34318	AH2 + all-trans-beta-carotene + O2 <=> A + beta-carotene 15,15' epoxide + H2O
RHEA:34319	15,15'-dihydroxy-beta-carotene + A = AH2 + 2 all-trans-retinal
RHEA:34320	15,15'-dihydroxy-beta-carotene + A => AH2 + 2 all-trans-retinal
RHEA:34321	AH2 + 2 all-trans-retinal => 15,15'-dihydroxy-beta-carotene + A
RHEA:34322	15,15'-dihydroxy-beta-carotene + A <=> AH2 + 2 all-trans-retinal
RHEA:34323	beta-carotene 15,15' epoxide + H2O = 15,15'-dihydroxy-beta-carotene
RHEA:34324	beta-carotene 15,15' epoxide + H2O => 15,15'-dihydroxy-beta-carotene
RHEA:34325	15,15'-dihydroxy-beta-carotene => beta-carotene 15,15' epoxide + H2O
RHEA:34326	beta-carotene 15,15' epoxide + H2O <=> 15,15'-dihydroxy-beta-carotene
RHEA:34327	4-nitrophenol + H(+) + NADPH + O2 = 1,4-benzoquinone + H2O + NADP(+) + nitrite
RHEA:34328	4-nitrophenol + H(+) + NADPH + O2 => 1,4-benzoquinone + H2O + NADP(+) + nitrite
RHEA:34329	1,4-benzoquinone + H2O + NADP(+) + nitrite => 4-nitrophenol + H(+) + NADPH + O2
RHEA:34330	4-nitrophenol + H(+) + NADPH + O2 <=> 1,4-benzoquinone + H2O + NADP(+) + nitrite
RHEA:34331	H(+) + indole-3-pyruvate + NADPH + O2 = (indol-3-yl)acetate + CO2 + H2O + NADP(+)
RHEA:34332	H(+) + indole-3-pyruvate + NADPH + O2 => (indol-3-yl)acetate + CO2 + H2O + NADP(+)
RHEA:34333	(indol-3-yl)acetate + CO2 + H2O + NADP(+) => H(+) + indole-3-pyruvate + NADPH + O2
RHEA:34334	H(+) + indole-3-pyruvate + NADPH + O2 <=> (indol-3-yl)acetate + CO2 + H2O + NADP(+)
RHEA:34335	cholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = 22R-hydroxycholesterol + H2O + 2 oxidized [adrenodoxin]
RHEA:34336	cholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin] => 22R-hydroxycholesterol + H2O + 2 oxidized [adrenodoxin]
RHEA:34337	22R-hydroxycholesterol + H2O + 2 oxidized [adrenodoxin] => cholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin]
RHEA:34338	cholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin] <=> 22R-hydroxycholesterol + H2O + 2 oxidized [adrenodoxin]
RHEA:34339	22R-hydroxycholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = (20R,22R)-20,22-dihydroxycholesterol + H2O + 2 oxidized [adrenodoxin]
RHEA:34340	22R-hydroxycholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin] => (20R,22R)-20,22-dihydroxycholesterol + H2O + 2 oxidized [adrenodoxin]
RHEA:34341	(20R,22R)-20,22-dihydroxycholesterol + H2O + 2 oxidized [adrenodoxin] => 22R-hydroxycholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin]
RHEA:34342	22R-hydroxycholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin] <=> (20R,22R)-20,22-dihydroxycholesterol + H2O + 2 oxidized [adrenodoxin]
RHEA:34343	(20R,22R)-20,22-dihydroxycholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin] = 4-methylpentanal + 2 H2O + 2 oxidized [adrenodoxin] + pregnenolone
RHEA:34344	(20R,22R)-20,22-dihydroxycholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin] => 4-methylpentanal + 2 H2O + 2 oxidized [adrenodoxin] + pregnenolone
RHEA:34345	4-methylpentanal + 2 H2O + 2 oxidized [adrenodoxin] + pregnenolone => (20R,22R)-20,22-dihydroxycholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin]
RHEA:34346	(20R,22R)-20,22-dihydroxycholesterol + 2 H(+) + O2 + 2 reduced [adrenodoxin] <=> 4-methylpentanal + 2 H2O + 2 oxidized [adrenodoxin] + pregnenolone
RHEA:34347	geraniol + NAD(+) = geranial + H(+) + NADH
RHEA:34348	geraniol + NAD(+) => geranial + H(+) + NADH
RHEA:34349	geranial + H(+) + NADH => geraniol + NAD(+)
RHEA:34350	geraniol + NAD(+) <=> geranial + H(+) + NADH
RHEA:34351	geranial + H2O + NAD(+) = geranate + 2 H(+) + NADH
RHEA:34352	geranial + H2O + NAD(+) => geranate + 2 H(+) + NADH
RHEA:34353	geranate + 2 H(+) + NADH => geranial + H2O + NAD(+)
RHEA:34354	geranial + H2O + NAD(+) <=> geranate + 2 H(+) + NADH
RHEA:34355	a 1,2-diacyl-sn-glycerol + H2O = a 1-acylglycerol + a carboxylate + H(+)
RHEA:34356	a 1,2-diacyl-sn-glycerol + H2O => a 1-acylglycerol + a carboxylate + H(+)
RHEA:34357	a 1-acylglycerol + a carboxylate + H(+) => a 1,2-diacyl-sn-glycerol + H2O
RHEA:34358	a 1,2-diacyl-sn-glycerol + H2O <=> a 1-acylglycerol + a carboxylate + H(+)
RHEA:34359	a 1,2-diacylglycerol + H2O = a 2-acylglycerol + a carboxylate + H(+)
RHEA:34360	a 1,2-diacylglycerol + H2O => a 2-acylglycerol + a carboxylate + H(+)
RHEA:34361	a 2-acylglycerol + a carboxylate + H(+) => a 1,2-diacylglycerol + H2O
RHEA:34362	a 1,2-diacylglycerol + H2O <=> a 2-acylglycerol + a carboxylate + H(+)
RHEA:34363	H(+) + N-acetyl-alpha-D-galactosamine 1-phosphate + UTP = diphosphate + UDP-N-acetyl-alpha-D-galactosamine
RHEA:34364	H(+) + N-acetyl-alpha-D-galactosamine 1-phosphate + UTP => diphosphate + UDP-N-acetyl-alpha-D-galactosamine
RHEA:34365	diphosphate + UDP-N-acetyl-alpha-D-galactosamine => H(+) + N-acetyl-alpha-D-galactosamine 1-phosphate + UTP
RHEA:34366	H(+) + N-acetyl-alpha-D-galactosamine 1-phosphate + UTP <=> diphosphate + UDP-N-acetyl-alpha-D-galactosamine
RHEA:34367	acrylamide + H2O = acrylate + NH4(+)
RHEA:34368	acrylamide + H2O => acrylate + NH4(+)
RHEA:34369	acrylate + NH4(+) => acrylamide + H2O
RHEA:34370	acrylamide + H2O <=> acrylate + NH4(+)
RHEA:34371	H2O + indole-3-acetamide = (indol-3-yl)acetate + NH4(+)
RHEA:34372	H2O + indole-3-acetamide => (indol-3-yl)acetate + NH4(+)
RHEA:34373	(indol-3-yl)acetate + NH4(+) => H2O + indole-3-acetamide
RHEA:34374	H2O + indole-3-acetamide <=> (indol-3-yl)acetate + NH4(+)
RHEA:34375	4-guanidinobutanamide + H2O = 4-guanidinobutanoate + NH4(+)
RHEA:34376	4-guanidinobutanamide + H2O => 4-guanidinobutanoate + NH4(+)
RHEA:34377	4-guanidinobutanoate + NH4(+) => 4-guanidinobutanamide + H2O
RHEA:34378	4-guanidinobutanamide + H2O <=> 4-guanidinobutanoate + NH4(+)
RHEA:34379	alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol + 2 UDP-alpha-D-galactofuranose = beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol + 2 H(+) + 2 UDP
RHEA:34380	alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol + 2 UDP-alpha-D-galactofuranose => beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol + 2 H(+) + 2 UDP
